V913__Mon            1 101.39057094   7.81629063 205.30515772   2.25861828  5.667  0.281   0.2892  0.0602  -0.0181  0.0516 -0.1549  61.660  5.256
V914__Mon            1 101.47215705  10.06146388 203.33941033   3.35063696  3.306  0.099  -0.5153  0.0703  -0.5431  0.0631 -0.0828  39.566  6.132
J064708+0304.1       1 101.78191757   3.06845540 209.70992562   0.44091518  2.171  0.043  -0.3281  0.0736  -2.0689  0.0642 -0.0815  46.122  4.253
V508__Mon            1 101.78916618   3.96710095 208.91347669   0.85729178  3.232  0.094  -0.0427  0.0950   0.8030  0.0860 -0.2714  56.481  5.787
NSVS12575759         1 101.81806700  -4.65011174 216.60031945  -3.04322263  5.870  0.188  -0.4179  0.0969   1.4464  0.0795  0.3520  71.603  6.339
J064727+0411.4       1 101.86023609   4.19091414 208.74659683   1.02244728  3.741  0.107  -0.1982  0.0726  -0.4612  0.0626  0.0920  44.158  2.725
GI____CMa            1 101.92934414 -13.66667801 224.73861789  -6.99455443  6.116  0.254   0.1712  0.0622   1.4380  0.0656 -0.2324  81.244  6.224
V981__Mon            1 102.12157377 -10.23822815 221.73636824  -5.29745854  7.004  0.347  -0.2492  0.0541   0.8696  0.0582 -0.0363  73.094  6.249
V376__Mon            1 102.20009905  -3.60466032 215.84129343  -2.22881188  2.781  0.090  -1.8505  0.0770   2.3733  0.0737  0.0986  65.130 14.195
TW____Mon            1 102.63473263   0.00699855 212.82320978  -0.19683113  5.989  0.128  -0.4423  0.0700   0.5705  0.0699 -0.1951  79.010  2.686
EE____Mon            1 102.70284297  -7.98072796 219.97389607  -3.76809690  7.648  0.276  -0.3589  0.0535   0.7570  0.0530 -0.1031  80.631  6.219
J102.7778-11.3374    1 102.77784871 -11.33744116 223.01333985  -5.21444734  7.664  0.290  -0.0819  0.0341   0.7347  0.0357 -0.0819  81.376  4.529
J103.0046-12.7620    1 103.00459774 -12.76206785 224.39252467  -5.65450825  6.842  0.247  -0.4270  0.0735   0.5315  0.0770 -0.1386  77.938  4.532
XX____Mon            1 103.05070509  -2.80695968 215.51753437  -1.10950194  4.696  0.114  -0.6581  0.0695  -0.0798  0.0617 -0.0950  60.456  8.131
V784__Mon            1 103.10000594   2.70708147 210.63174721   1.44790583  5.001  0.149   0.0429  0.0644   0.4260  0.0605 -0.1090  64.420  3.607
EK____Mon            1 103.19237390  -2.45823148 215.27159168  -0.82460098  2.545  0.053  -1.0282  0.0838  -0.2215  0.0765  0.0892  59.984  6.400
NSVS12584691         1 103.30656540  -7.34813491 219.68045117  -2.94812462  3.820  0.125  -0.5023  0.0623   0.1165  0.0565 -0.1330  56.656  4.220
YY____Mon            1 103.54765509  -7.66437883 220.07123239  -2.87864841  8.294  0.396  -0.1222  0.0682   0.5101  0.0578  0.0544  85.751  0.973
J065413+0756.5       1 103.55638332   7.94142101 206.16741174   4.22768348  2.522  0.077   0.2541  0.0806   0.2037  0.0700 -0.1058  52.972  6.522
J103.5793-11.4393    1 103.57935739 -11.43931813 223.45924239  -4.55842707  5.899  0.190  -0.4389  0.0772   0.7168  0.0949 -0.1954  74.242 10.624
J103.6628-10.9129    1 103.66284649 -10.91294804 223.02508747  -4.24795167  5.827  0.184  -0.3116  0.0613   0.8692  0.0627 -0.1060  93.777  2.885
BV____Mon            1 104.21285446   4.51618572 209.52435475   3.25956938  2.826  0.085  -0.5278  0.0749  -0.4471  0.0651 -0.2419  25.897  7.412
OGLE-GD-CEP-0073     1 104.26227724  -3.15061342 216.37522879  -0.18944382  4.569  0.107  -0.5361  0.0489   0.6508  0.0394  0.1652  67.304  0.146
OGLE-GD-CEP-0074     1 104.34674219  -4.23600395 217.37943522  -0.60991991  3.581  0.103  -0.7681  0.0885   0.8301  0.0819 -0.0459  53.735  5.232
OGLE-GD-CEP-0076     1 104.49470621  -1.99528369 215.45335084   0.54462712  6.481  0.162  -0.1027  0.0570   0.2073  0.0581 -0.1334 101.873  3.229
UY____Mon            1 104.70965511   9.62272944 205.17356673   6.00136092  2.553  0.068  -0.3660  0.0723  -0.7848  0.0652 -0.1920  28.853  4.842
J065851-1344.2       1 104.71105494 -13.73667312 226.01596155  -4.60836574  5.427  0.177  -0.4944  0.0586   1.2328  0.0636 -0.1034  84.083  3.222
J104.8954-08.3771    1 104.89544305  -8.37709560 221.31419973  -2.01436700  7.078  0.147  -0.0805  0.0442   0.6588  0.0427  0.2747  87.249  6.449
XZ____CMa            1 105.10346803 -20.43169575 232.20493245  -7.26879846  6.765  0.236  -0.4487  0.0548   1.7614  0.0641 -0.2619  76.685  5.651
V985__Mon            1 105.14155954  -2.34851176 216.06292032   0.95824240  2.836  0.090  -0.8731  0.0678  -1.6821  0.0630 -0.3079  52.878  3.388
V526__Mon            1 105.47339593  -1.13095162 215.13128269   1.80973292  1.781  0.048  -3.4724  0.0808   1.7029  0.0681  0.0325  50.277  3.549
V384__CMa            1 105.97944474 -17.87991436 230.28044135  -5.38788834  4.679  0.146   0.2098  0.0436   1.2557  0.0465 -0.2286  80.072  3.016
zet___Gem            1 106.02717790  20.57029437 195.74646545  11.90307302  0.374  0.013  -6.3425  0.5848  -1.7073  0.5221 -0.0469  10.368 13.059
V390__CMa            1 106.65834979 -15.80205735 228.71793048  -3.86662217  6.030  0.209  -0.5151  0.0548   1.2453  0.0513 -0.3977  92.441  8.770
V465__Mon            1 107.03879635  -0.06571195 214.89887325   3.68882609  3.409  0.096  -0.9969  0.1033   0.7980  0.0978 -0.3088  63.102  9.442
J070832-1454.5       1 107.13204915 -14.90744107 228.12998053  -3.05141069  2.622  0.074  -1.6427  0.0646   1.0411  0.0579 -0.1519  60.085  1.018
OGLE-GD-CEP-0087     1 107.24937634 -12.47072483 226.01591667  -1.83092259  5.683  0.115  -0.5745  0.0822   1.4578  0.0714  0.0635  83.608  3.431
J070911-1217.2       1 107.29499132 -12.28587745 225.87225335  -1.70628641  2.558  0.050  -1.0447  0.0822   1.2764  0.0909 -0.0787  69.507  2.530
TV____CMa            1 107.31421065 -13.78608837 227.21373631  -2.37987005  2.447  0.074  -0.7434  0.0496   0.1040  0.0454 -0.4351  36.754  7.418
FP____CMa            1 107.55091185 -15.53459616 228.87370119  -2.98010320  8.451  0.313  -0.4242  0.0379   1.1279  0.0359 -0.2234 103.822  3.879
FI____Mon            1 107.65829771  -7.12290115 221.45634909   0.99345882  5.643  0.198  -0.9308  0.0682   1.1195  0.0615  0.0493  95.842  7.732
J108.1503-27.8387    1 108.15031597 -27.83877652 240.14620276  -8.06918203  9.530  0.330  -0.3525  0.0409   1.6618  0.0543  0.0111 117.416  3.608
J071333-1451.5       1 108.38805562 -14.85832797 228.64606791  -1.95138326  2.633  0.054  -1.6106  0.0515   0.1786  0.0454 -0.2090  70.389  5.037
V434__CMa            1 108.42672701 -17.62026473 231.11486416  -3.19526689  6.536  0.246  -0.7795  0.0513   1.6290  0.0524 -0.0861 109.381  2.321
J071606.27-205300.8  1 109.02609944 -20.88355709 234.27767324  -4.19908542  7.140  0.230  -1.0142  0.0315   1.5799  0.0411 -0.2911  96.011  4.134
RY____CMa            1 109.15680371 -11.48729762 226.00880898   0.27822786  1.259  0.040  -2.7713  0.0694   1.7765  0.0607 -0.2768  46.382  2.559
DZ____CMa            1 109.24720202 -15.30705717 229.42913198  -1.42521502  3.028  0.069  -1.0243  0.0527   1.9809  0.0491 -0.3122  59.719  6.411
J109.2695-28.8235    1 109.26953732 -28.82351076 241.48074627  -7.63052832  9.672  0.418  -0.8042  0.0348   1.5967  0.0441  0.0267 104.248  4.479
OGLE-GD-CEP-0098     1 109.84201788 -19.54032653 233.44140383  -2.89760539  7.306  0.288  -0.5870  0.0372   1.1848  0.0414 -0.1778 117.683  7.477
AL____CMa            1 110.43813964 -26.53340617 239.90638190  -5.66326643  9.273  0.348  -0.7621  0.0312   1.5821  0.0386 -0.0142 121.437  7.720
TW____CMa            1 110.50990483 -14.31818020 229.12763386   0.11658594  2.604  0.058  -2.1796  0.0653   3.1448  0.0623 -0.0979  58.927 10.409
V423__CMa            1 110.81312181 -29.72243618 242.90593099  -6.84182322 10.099  0.437  -1.0681  0.0362   1.8393  0.0399 -0.1061 119.391  2.537
J072424-0751.3       1 111.10214637  -7.85544835 223.69693120   3.67376572  2.941  0.127  -1.6377  0.0639  -0.2279  0.0488 -0.3101  77.786  1.835
AO____CMa            1 111.16912582 -26.18849069 239.90572303  -4.92302716  4.026  0.120  -1.2063  0.0403   2.6710  0.0459 -0.1209  88.553  4.840
J111.2561-23.1579    1 111.25618007 -23.15791222 237.26000440  -3.43025418  7.647  0.246  -0.4735  0.0256   1.8437  0.0341 -0.1238  78.417  5.549
J072542-1953.8       1 111.42332350 -19.89666502 234.45675313  -1.75147299  3.944  0.085  -0.8699  0.0356   1.7379  0.0492 -0.1352  85.673  2.785
VZ____CMa            1 111.61766939 -25.92676852 239.86352943  -4.44438493  1.615  0.055  -3.5287  0.0417   3.1527  0.0540  0.0911  36.604  3.957
CK____Pup            1 111.82868370 -25.78535434 239.82824982  -4.21025109  7.477  0.252  -0.7447  0.0448   1.8839  0.0496 -0.0728 117.806  4.998
J072830-3039.3       1 112.12402273 -30.65554608 244.26728066  -6.27133451  9.785  0.386  -0.6389  0.0346   1.7093  0.0453  0.1344 126.820  1.604
OGLE-GD-CEP-0107     1 112.35337641 -15.97681586 231.43238925   0.89487052  5.009  0.149  -1.4323  0.0515   1.3076  0.0480 -0.0907  73.846  2.406
BD____Pup            1 112.66125013 -24.68751606 239.21903051  -3.02588394  7.383  0.256  -0.9764  0.0430   1.7953  0.0507  0.0659  93.567  5.739
J073113-2811.0       1 112.80044905 -28.18291117 242.35719502  -4.58448416  7.542  0.314  -0.9463  0.0410   2.1663  0.0459  0.1011  89.720 10.243
BQ____Pup            1 112.81548619 -25.90739108 240.35887401  -3.48685571  4.147  0.138  -2.0969  0.0369   3.1337  0.0409  0.0330  97.817  8.118
VW____Pup            1 112.95453039 -20.14965748 235.36676982  -0.60868957  3.514  0.084  -2.1134  0.0411   2.1645  0.0491 -0.1874  69.973  8.158
J073200-2529.3       1 112.99914017 -25.48840034 240.06986908  -3.14088571  2.681  0.074  -2.6855  0.0416   2.5373  0.0495 -0.0289  64.586  0.924
VX____Pup            1 113.15269945 -21.93042763 237.01626246  -1.30533446  1.279  0.026  -0.9235  0.0507  -0.4876  0.0545 -0.0538   6.928  3.087
X_____Pup            1 113.19596478 -20.90968246 236.14163871  -0.77728689  2.939  0.182  -1.2668  0.0508   1.5998  0.0626 -0.1184  99.700  7.007
BE____Pup            1 113.39792238 -25.84366701 240.55490056  -2.99657144  7.826  0.284  -1.2519  0.0335   1.7654  0.0404 -0.0179 116.229  7.586
OO____Pup            1 113.41167402 -16.31709574 232.22003873   1.62224457  5.308  0.186  -1.3065  0.0556   1.6576  0.0504  0.1152  87.564  3.557
J073453-2651.3       1 113.72247932 -26.85579412 241.58321829  -3.23038039  7.582  0.331  -1.0325  0.0305   2.1725  0.0407  0.1750  90.542  7.097
J073502-3554.9       1 113.75856414 -35.91299431 249.58827883  -7.53718739  7.386  0.280  -1.3135  0.0374   1.8053  0.0454  0.0614 130.771  6.488
J073518.78-313951.1  1 113.82822066 -31.66417808 245.85457155  -5.46461986 10.416  0.467  -0.8752  0.0272   1.0368  0.0309  0.0367  92.823  6.839
OGLE-GD-CEP-0119     1 114.01748653 -19.34744772 235.14986594   0.65517165  4.058  0.128  -1.8928  0.0374   2.1447  0.0426 -0.0863  67.892  6.314
J073620-2840.1       1 114.08443567 -28.66807044 243.32753341  -3.82690002  3.859  0.125  -1.0870  0.0484   2.8828  0.0579  0.0642  69.809  3.418
MY____Pup            1 114.57584339 -48.60141031 261.31330944 -12.85780606  0.747  0.026  -4.0622  0.1245   5.2906  0.1183  0.1406  14.831  1.106
VZ____Pup            1 114.64681846 -28.49960118 243.42065413  -3.31346090  4.706  0.194  -1.3856  0.0392   2.1701  0.0494  0.1684  63.485  7.070
OP____Pup            1 114.83953825 -17.34696295 233.78611170   2.31415352  3.884  0.112  -2.3947  0.0558   2.4717  0.0625 -0.3401  79.856  2.392
J115.1791-30.7146    1 115.17909544 -30.71466427 245.58330605  -3.99360976  9.386  0.323  -1.1268  0.0392   1.8210  0.0510  0.0033 111.939  4.236
OGLE-GD-CEP-0122     1 115.20408074 -25.45770861 241.01259154  -1.38702050  4.862  0.121  -1.8477  0.0496   3.3549  0.0511 -0.0172  87.997  4.460
EK____Pup            1 115.45716812 -25.04177425 240.76421281  -0.98238005  3.192  0.064  -2.4156  0.0456   3.9573  0.0517 -0.1008  69.372  1.903
WW____Pup            1 115.47869888 -21.13305754 237.37887693   0.97186420  3.748  0.137  -2.3843  0.0405   2.9757  0.0473 -0.1108  82.534  6.067
V719__Pup            1 115.92703335 -20.83895304 237.33152326   1.48125371  1.074  0.033  -2.8001  0.0468   4.8170  0.0442 -0.2062  41.139  1.250
J074401-1707.8       1 116.00252313 -17.12887153 234.14499985   3.38785629  6.034  0.187  -1.2422  0.0393   1.5583  0.0422 -0.2549  96.712  2.074
V612__Pup            1 116.11513482 -24.28858168 240.40827648  -0.08899362  7.120  0.154  -1.0412  0.0432   2.0297  0.0524 -0.1330 117.468  3.736
OGLE-GD-CEP-0127     1 116.29911056 -36.97474968 251.51719502  -6.25787201 10.677  0.394  -0.9745  0.0384   2.0621  0.0445  0.0612 126.601  7.847
J074751.56-321017.0  1 116.96476764 -32.17133075 247.60808743  -3.39376300  8.410  0.339  -1.2190  0.0298   2.3172  0.0361  0.0827 116.354  6.965
OGLE-GD-CEP-0137     1 117.92900142 -35.70423684 251.07000285  -4.48600947  9.846  0.375  -1.0783  0.0356   2.0536  0.0401  0.0708 117.138  3.628
OGLE-GD-CEP-0138     1 117.96338055 -24.42249895 241.37480440   1.29625286  7.406  0.242  -1.2649  0.0386   1.8340  0.0429  0.0249 125.215  1.014
V724__Pup            1 118.43777800 -36.97038484 252.37294016  -4.77671352  2.979  0.097  -2.7753  0.0370   3.7069  0.0414  0.0332  62.382  4.562
LL____Pup            1 118.45324357 -30.46030714 246.78066827  -1.42881574  3.076  0.075  -2.6439  0.0460   3.6424  0.0456  0.0328  59.293  4.760
V616__Pup            1 118.49014214 -28.36761797 245.00299020  -0.32379143  7.960  0.213  -1.4910  0.0371   2.0084  0.0406  0.1447 119.105  7.267
OGLE-GD-CEP-0146     1 118.71080992 -37.62245639 253.04691213  -4.92293445  4.442  0.139  -1.8498  0.0883   3.7122  0.1003  0.1294  85.368  5.890
J075503-2614.3       1 118.76197715 -26.23812719 243.30359594   0.98209727  3.834  0.120  -2.7521  0.0505   2.8972  0.0506 -0.0908  85.497  0.481
OGLE-GD-CEP-0147     1 118.81265166 -32.25403372 248.47669830  -2.09052640  7.979  0.186  -1.2840  0.0322   2.4789  0.0346 -0.0270 114.257  5.702
LQ____Pup            1 119.05200713 -32.60264047 248.87981646  -2.09798851  4.250  0.101  -2.4565  0.0477   3.5204  0.0644  0.0933  83.099  3.671
V335__Pup            1 119.24041553 -22.82542437 240.60750068   3.12151980  2.299  0.064  -3.0338  0.0576   2.8410  0.0557  0.1729  41.622  1.806
LR____Pup            1 119.26546641 -28.16157524 245.18040950   0.36707926  4.693  0.167  -1.8608  0.0401   3.8870  0.0414  0.1001 103.841  4.386
HW____Pup            1 119.42569127 -27.60189187 244.77654280   0.77964631  7.616  0.271  -1.5205  0.0427   1.9444  0.0529  0.2190 139.592  7.102
AP____Pup            1 119.44026897 -40.12333726 255.49533591  -5.71896080  0.980  0.030  -6.1683  0.0568   4.2284  0.0748  0.0396  15.670  4.064
V620__Pup            1 119.45785653 -29.38404659 246.31150987  -0.12637589  3.810  0.087  -2.3186  0.0421   3.5688  0.0468  0.0899  89.470  8.910
WY____Pup            1 119.52140878 -24.04175799 241.78218361   2.70965875  4.387  0.152  -2.4464  0.0366   2.0062  0.0424  0.1363  67.882  3.903
J075840-3330.2       1 119.66611108 -33.50404612 249.91810616  -2.12756425  4.369  0.105  -2.3916  0.0412   3.2952  0.0478  0.0431  70.008  4.536
NT____Pup            1 119.69307346 -38.99433498 254.62567100  -4.96870459  7.930  0.437  -1.5040  0.0501   3.3237  0.0614 -0.0357  82.521  5.044
LS____Pup            1 119.74673635 -29.30786300 246.37830838   0.12808432  4.477  0.172  -2.5685  0.0412   3.2417  0.0425  0.0728 106.573  8.639
V622__Pup            1 119.80081347 -26.69888097 244.18123980   1.53635185  7.810  0.285  -1.4233  0.0433   1.9524  0.0438  0.0582 107.798  3.884
WZ____Pup            1 120.09545293 -23.70316734 241.76789116   3.33415360  3.820  0.115  -2.3323  0.0415   2.3228  0.0421  0.0542  69.819  4.965
V629__Pup            1 121.24492827 -28.86088786 246.69261127   1.47537462  5.113  0.164  -1.8425  0.0364   2.8948  0.0381  0.0813  67.591  5.144
V729__Pup            1 121.29596591 -34.36026684 251.36074478  -1.43293544  4.123  0.101  -1.9618  0.0421   2.3512  0.0497  0.0673  65.959  4.812
OGLE-GD-CEP-0171     1 121.32197655 -37.58019458 254.09495238  -3.13732005  9.013  0.299  -1.5095  0.0334   2.3769  0.0373 -0.0229 116.162  3.298
J080822-3222.6       1 122.09382425 -32.37667645 250.04868832   0.19720228  3.449  0.100  -2.1075  0.0416   2.6522  0.0447  0.1446  61.932  2.926
J080927-3315.7       1 122.36345979 -33.26211503 250.91519962  -0.09349656  5.104  0.121  -2.9160  0.0393   3.1761  0.0516 -0.0395  84.060  3.829
OGLE-GD-CEP-0183     1 122.56081515 -32.89204290 250.69506233   0.24685715  5.910  0.174  -2.3070  0.0400   3.0635  0.0404  0.1221  92.209  3.445
V730__Pup            1 122.60325175 -38.47372776 255.39343732  -2.76934387  3.117  0.095  -2.2906  0.0503   2.7991  0.0497  0.1016  42.111  4.185
V731__Pup            1 122.60782290 -32.52136185 250.40610203   0.48238727  3.930  0.117  -3.2405  0.0418   3.2133  0.0413  0.0934  69.350  5.311
AX____Vel            1 122.70547229 -47.69852871 263.22865231  -7.69495553  1.311  0.045  -6.8031  0.0521   7.9999  0.0681 -0.0339  18.565  3.072
HL____Pup            1 122.79503270 -33.51586073 251.32452856   0.06985427  2.708  0.083  -2.2650  0.0519   3.6906  0.0523  0.0615  53.093  3.114
AH____Vel            1 122.99983496 -46.64431979 262.44082080  -6.95954992  0.702  0.022  -4.4052  0.1005   6.7683  0.0906  0.1023  28.809  2.003
AT____Pup            1 123.09332213 -36.94374227 254.32419617  -1.60763012  1.551  0.042  -4.5612  0.0544   3.7345  0.0527  0.1147  23.854  3.530
RS____Pup            1 123.26754706 -34.57851335 252.42745652  -0.18716062  1.695  0.062  -3.5220  0.0381   2.8236  0.0454 -0.1264  23.246  4.731
OGLE-GD-CEP-0190     1 123.50690615 -42.15180846 258.85499826  -4.20640711  6.997  0.220  -2.5274  0.0736   2.9403  0.0832  0.0371 109.941  4.551
CE____Pup            1 123.53348763 -42.56814433 259.21450905  -4.41902037 12.224  0.470  -1.5093  0.0443   2.5300  0.0491  0.0843 132.120  3.973
J082117-3845.3       1 125.32005917 -38.75436950 256.80898590  -1.16201626  5.153  0.158  -2.4781  0.0501   3.4342  0.0635 -0.0281 103.540  5.589
J082127-3825.3       1 125.36086744 -38.42169997 256.55346623  -0.94656705  4.916  0.117  -2.1328  0.0394   3.3261  0.0500  0.1067  67.444  5.835
OGLE-GD-CEP-0221     1 126.59843078 -42.33008718 260.29658991  -2.41799871  5.018  0.131  -2.4480  0.0625   3.8745  0.0617  0.0565  76.848  4.321
OGLE-GD-CEP-0222     1 126.82403842 -44.23933170 261.94998515  -3.39039058  3.835  0.130  -2.5751  0.0607   4.4103  0.0647  0.1396  56.847  3.180
V_____Car            1 127.18202420 -60.12256358 275.24952615 -12.28524838  1.188  0.045  -4.0622  0.0502   2.4779  0.0543  0.1326  26.315  3.065
DU____Pyx            1 127.24359820 -36.23207196 255.62959736   1.53972736  3.814  0.102  -3.5499  0.0408   2.8370  0.0484  0.1108  67.270  6.724
CO____Vel            1 127.42212261 -40.33388287 259.03491979  -0.75163467  2.281  0.054  -3.3461  0.0562   3.4183  0.0582  0.1110  34.920  5.734
BH____Vel            1 127.45211389 -41.22377632 259.76872049  -1.25574905  4.117  0.103  -3.2832  0.0482   3.9587  0.0572  0.0802  51.387  2.378
J083130-4429.3       1 127.87589684 -44.48824424 262.59265793  -2.92599694  5.055  0.109  -2.8768  0.0535   4.2068  0.0658  0.0998  52.256  5.531
OGLE-GD-CEP-0236     1 128.37935748 -38.44720177 257.95106882   0.96068987  5.521  0.117  -2.9129  0.0525   3.2392  0.0466  0.1339  59.691  5.292
OGLE-GD-CEP-0240     1 128.57474746 -42.40008336 261.21241593  -1.27815359  4.490  0.095  -3.4101  0.0614   3.9184  0.0675 -0.0347  72.443  1.801
DX____Pyx            1 128.60862020 -35.98516877 256.08246085   2.57524427  4.353  0.143  -2.8075  0.0420   2.1938  0.0677  0.1020  58.483  4.154
V519__Vel            1 128.64165902 -41.57663604 260.58184261  -0.74613570  1.554  0.031  -4.1154  0.0476   1.8283  0.0497 -0.0106  28.341  1.894
OGLE-GD-CEP-0243     1 128.76806853 -38.89694914 258.49311345   0.93540052  3.671  0.067  -3.5771  0.0550   3.3261  0.0535  0.1175  53.368  2.987
AM____Vel            1 128.90465847 -47.75932922 265.65421675  -4.29431887 10.016  0.383  -3.0105  1.0158   3.3216  0.9912  0.0209 140.018  4.204
T_____Vel            1 129.42006909 -47.36194935 265.54487255  -3.77761888  1.077  0.037  -6.7297  0.0548   4.1743  0.0562 -0.0293   1.177  3.915
OGLE-GD-CEP-0254     1 129.77018901 -43.31259738 262.46899422  -1.12889815  2.520  0.053  -2.9397  0.0791   3.5350  0.0788 -0.0079  67.939  1.229
J083908-3722.5       1 129.78342738 -37.37550786 257.76141559   2.49026450  7.042  0.256  -2.4029  0.0446   3.0266  0.0445  0.1105  84.984  5.691
OGLE-GD-CEP-0256     1 129.86192233 -40.35275544 260.16235214   0.72724449  2.031  0.055  -3.5053  0.1142   3.7766  0.1312  0.0552  16.809  3.976
OGLE-GD-CEP-0263     1 130.29051399 -42.82225050 262.31283262  -0.52844054  3.427  0.078  -3.3185  0.0951   4.0061  0.1066  0.0512  48.130  7.266
OGLE-GD-CEP-0269     1 130.69278012 -43.56418172 263.07827330  -0.75347495  2.991  0.077  -3.4630  0.0955   3.7346  0.1047  0.1016  47.669  9.010
J084304-5117.9       1 130.76665580 -51.29774610 269.21501187  -5.47402505  2.960  0.083  -4.1767  0.0498   3.0275  0.0451  0.0123  21.832  1.862
J084412-3528.4       1 131.05060790 -35.47370852 256.88088470   4.46099959  3.330  0.106  -3.1110  0.0394   2.7847  0.0518  0.1383  59.913  2.547
SX____Vel            1 131.22275870 -46.34296120 265.49362883  -2.17908031  2.067  0.061  -4.5504  0.0629   4.6762  0.0678 -0.0293  26.422  4.623
ST____Vel            1 131.23285544 -50.56002010 268.81303552  -4.78825307  1.751  0.052  -4.8742  0.0494   4.4132  0.0563 -0.1749  -1.410  7.379
OGLE-GD-CEP-0281     1 131.89256751 -47.22988803 266.47359898  -2.37436784  6.119  0.205  -2.4335  0.0398   2.8920  0.0390  0.0514  91.496  7.443
CP____Vel            1 132.04364143 -48.65915287 267.65120282  -3.19264630  5.589  0.166  -3.2446  0.0453   3.6258  0.0430 -0.0188  68.955  4.704
OGLE-GD-CEP-0283     1 132.06637410 -45.96267969 265.56229420  -1.48523360  5.340  0.144  -3.1332  0.0824   3.7143  0.0894 -0.0539  64.433  4.553
OGLE-GD-CEP-0285     1 132.36449483 -45.46564444 265.30790864  -1.01016286  4.452  0.097  -3.3567  0.0761   4.0519  0.0706  0.0155  58.050  6.652
J084951-4627.2       1 132.46304355 -46.45396652 266.11681198  -1.58242942  3.842  0.073  -3.4319  0.0627   3.4640  0.0617 -0.0030  50.396  2.211
OGLE-GD-CEP-0289     1 132.59564305 -43.26842627 263.71251482   0.50969768  6.036  0.161  -2.8681  0.1207   3.4383  0.1310  0.0453  56.090  8.868
OGLE-GD-CEP-0301     1 134.33759268 -51.19882829 270.55346401  -3.67817294 10.204  0.425  -2.1883  0.0427   2.6746  0.0409  0.0861 127.039  8.701
V527__Vel            1 136.14871525 -46.55363813 267.84337092   0.27878497  3.056  0.062  -4.4475  0.0504   4.2292  0.0466  0.0246  32.482  6.476
CX____Vel            1 136.65872195 -52.35745728 272.37520840  -3.36511809  2.810  0.101  -3.4642  0.0972   2.1330  0.0845  0.0854  26.207 16.493
BG____Vel            1 137.06554688 -51.43625487 271.86311541  -2.55883419  0.922  0.034 -10.4914  0.0653   5.6331  0.0704  0.1279   9.371  2.501
OGLE-GD-CEP-0322     1 137.25223364 -53.59880117 273.53524017  -3.93818776  4.862  0.153  -4.4359  0.0466   3.4457  0.0446  0.0728  23.263  3.354
OGLE-GD-CEP-0324     1 137.34242083 -49.47683893 270.54127738  -1.10110033  3.529  0.084  -4.5466  0.1192   3.5473  0.1236  0.1130  32.001  6.434
V530__Vel            1 137.38338847 -53.98770299 273.87465973  -4.14461766  5.866  0.189  -3.6511  0.0435   4.3619  0.0425  0.0567  72.827  4.031
OGLE-GD-CEP-0338     1 138.58385791 -51.49157478 272.55059688  -1.90623766  3.812  0.075  -4.1923  0.1056   3.3486  0.0867  0.1523  42.267  5.775
OGLE-GD-CEP-0339     1 138.61381467 -47.31830713 269.54852014   0.99317146  1.943  0.066  -5.1967  0.1303   3.6717  0.1336  0.1490  27.013  4.178
J091606-5418.6       1 139.02433419 -54.30972893 274.77029102  -3.66620586  6.058  0.171  -2.8521  0.0521   3.5708  0.0455  0.0921  90.145  3.884
DK____Vel            1 139.31963284 -53.08484776 274.01096683  -2.68839987  3.259  0.089  -4.0989  0.0447   3.4738  0.0427  0.0102  25.671  6.328
J091822.17-542444.5  1 139.59221851 -54.41226033 275.07498633  -3.50029804 18.540  1.094  -2.2608  0.0314   1.9175  0.0330 -0.0986 127.485  7.758
OGLE-GD-CEP-0345     1 139.69907822 -50.07938245 272.02815383  -0.41679313  4.264  0.085  -3.7474  0.0629   3.4413  0.0592  0.0699  33.529  4.309
J091933-5137.4       1 139.88405204 -51.62042496 273.20684500  -1.41655508  4.198  0.087  -4.4815  0.0530   3.6101  0.0452  0.1464  27.082  6.766
EX____Vel            1 140.00627312 -52.85618481 274.13781445  -2.23318993  4.925  0.168  -4.3744  0.0477   3.8755  0.0478  0.1979  55.081  1.760
OGLE-GD-CEP-0351     1 140.11485274 -51.19747938 273.00809997  -1.01639721  7.429  0.144  -3.5618  0.0730   3.4666  0.0643  0.0445  65.110  2.995
OGLE-GD-CEP-0354     1 140.55281105 -53.06411605 274.51788340  -2.14729828  7.099  0.180  -3.8649  0.0295   3.1832  0.0262  0.0317  82.262  5.015
V_____Vel            1 140.56728948 -55.96026001 276.56971998  -4.19449648  0.987  0.034 -10.1220  0.0582  13.8569  0.0502  0.1410 -14.235  2.747
V532__Vel            1 140.70749597 -51.86073974 273.73752597  -1.22611534  5.528  0.112  -4.0488  0.0616   2.1057  0.0671 -0.0863  74.430  2.340
OGLE-GD-CEP-0363     1 141.39643203 -53.41956391 275.12754157  -2.04715423  8.461  0.254  -3.5750  0.0591   2.8404  0.0516 -0.0194 134.639  2.320
OGLE-GD-CEP-0365     1 141.50120342 -52.63924902 274.62947514  -1.44298256  3.440  0.072  -4.4001  0.0812   3.1394  0.0679  0.0784  35.296  3.433
OGLE-GD-CEP-0367     1 141.94592101 -54.03382595 275.78835838  -2.26380835  3.484  0.102  -5.3177  0.0707   3.8753  0.0660  0.1403  -7.588  3.955
V536__Vel            1 141.99085902 -52.31620821 274.62066523  -1.00341484  3.878  0.079  -4.3646  0.0524   3.3587  0.0434  0.2170  34.830  5.057
